,member_name,member_id,member_party,member_json
21,Sir Stephen Timms,163,Labour,"{'value': {'id': 163, 'nameListAs': 'Timms, Sir Stephen', 'nameDisplayAs': 'Sir Stephen Timms', 'nameFullTitle': 'Rt Hon Sir Stephen Timms MP', 'nameAddressAs': 'Sir Stephen Timms', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'East Ham', 'membershipFromId': 3461, 'house': 1, 'membershipStartDate': '1994-06-09T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/163/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/163', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/163', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/163/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/163/Contact', 'method': 'GET'}]}"
22,Clive Efford,165,Labour,"{'value': {'id': 165, 'nameListAs': 'Efford, Clive', 'nameDisplayAs': 'Clive Efford', 'nameFullTitle': 'Clive Efford MP', 'nameAddressAs': 'Clive Efford', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Eltham', 'membershipFromId': 3473, 'house': 1, 'membershipStartDate': '1997-05-01T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/165/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/165', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/165', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/165/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/165/Contact', 'method': 'GET'}]}"
23,Ms Diane Abbott,172,Independent,"{'value': {'id': 172, 'nameListAs': 'Abbott, Ms Diane', 'nameDisplayAs': 'Ms Diane Abbott', 'nameFullTitle': 'Rt Hon Diane Abbott MP', 'nameAddressAs': 'Ms Abbott', 'latestParty': {'id': 8, 'name': 'Independent', 'abbreviation': 'Ind', 'backgroundColour': 'C0C0C0', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': True}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Hackney North and Stoke Newington', 'membershipFromId': 3506, 'house': 1, 'membershipStartDate': '1987-06-11T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/172/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/172', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/172', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/172/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/172/Contact', 'method': 'GET'}]}"
24,Gareth Thomas,177,Labour (Co-op),"{'value': {'id': 177, 'nameListAs': 'Thomas, Gareth', 'nameDisplayAs': 'Gareth Thomas', 'nameFullTitle': 'Gareth Thomas MP', 'nameAddressAs': 'Gareth Thomas', 'latestParty': {'id': 15, 'name': 'Labour (Co-op)', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Harrow West', 'membershipFromId': 3518, 'house': 1, 'membershipStartDate': '1997-05-01T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/177/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/177', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/177', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/177/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/177/Contact', 'method': 'GET'}]}"
25,John McDonnell,178,Labour,"{'value': {'id': 178, 'nameListAs': 'McDonnell, John', 'nameDisplayAs': 'John McDonnell', 'nameFullTitle': 'Rt Hon John McDonnell MP', 'nameAddressAs': 'John McDonnell', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Hayes and Harlington', 'membershipFromId': 3523, 'house': 1, 'membershipStartDate': '1997-05-01T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/178/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/178', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/178', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/178/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/178/Contact', 'method': 'GET'}]}"
26,John Cryer,181,Labour,"{'value': {'id': 181, 'nameListAs': 'Cryer, John', 'nameDisplayAs': 'John Cryer', 'nameFullTitle': 'John Cryer MP', 'nameAddressAs': 'John Cryer', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Leyton and Wanstead', 'membershipFromId': 3578, 'house': 1, 'membershipStartDate': '2010-05-06T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/181/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/181', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/181', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/181/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/181/Contact', 'method': 'GET'}]}"
27,Jeremy Corbyn,185,Independent,"{'value': {'id': 185, 'nameListAs': 'Corbyn, Jeremy', 'nameDisplayAs': 'Jeremy Corbyn', 'nameFullTitle': 'Rt Hon Jeremy Corbyn MP', 'nameAddressAs': 'Jeremy Corbyn', 'latestParty': {'id': 8, 'name': 'Independent', 'abbreviation': 'Ind', 'backgroundColour': 'C0C0C0', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': True}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Islington North', 'membershipFromId': 3549, 'house': 1, 'membershipStartDate': '1983-06-09T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/185/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/185', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/185', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/185/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/185/Contact', 'method': 'GET'}]}"
28,Ed Davey,188,Liberal Democrat,"{'value': {'id': 188, 'nameListAs': 'Davey, Ed', 'nameDisplayAs': 'Ed Davey', 'nameFullTitle': 'Rt Hon Ed Davey MP', 'nameAddressAs': None, 'latestParty': {'id': 17, 'name': 'Liberal Democrat', 'abbreviation': 'LD', 'backgroundColour': 'f8a428', 'foregroundColour': 'FFFFFF', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Kingston and Surbiton', 'membershipFromId': 3557, 'house': 1, 'membershipStartDate': '2017-06-08T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/188/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/188', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/188', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/188/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/188/Contact', 'method': 'GET'}]}"
29,Siobhain McDonagh,193,Labour,"{'value': {'id': 193, 'nameListAs': 'McDonagh, Siobhain', 'nameDisplayAs': 'Siobhain McDonagh', 'nameFullTitle': 'Siobhain McDonagh MP', 'nameAddressAs': 'Siobhain McDonagh', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Mitcham and Morden', 'membershipFromId': 3614, 'house': 1, 'membershipStartDate': '1997-05-01T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/193/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/193', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/193', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/193/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/193/Contact', 'method': 'GET'}]}"
30,Ms Karen Buck,199,Labour,"{'value': {'id': 199, 'nameListAs': 'Buck, Ms Karen', 'nameDisplayAs': 'Ms Karen Buck', 'nameFullTitle': 'Ms Karen Buck MP', 'nameAddressAs': 'Ms Buck', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Westminster North', 'membershipFromId': 3849, 'house': 1, 'membershipStartDate': '1997-05-01T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/199/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/199', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/199', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/199/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/199/Contact', 'method': 'GET'}]}"
31,Mr David Lammy,206,Labour,"{'value': {'id': 206, 'nameListAs': 'Lammy, Mr David', 'nameDisplayAs': 'Mr David Lammy', 'nameFullTitle': 'Rt Hon David Lammy MP', 'nameAddressAs': 'Mr Lammy', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Tottenham', 'membershipFromId': 3811, 'house': 1, 'membershipStartDate': '2000-06-22T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/206/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/206', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/206', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/206/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/206/Contact', 'method': 'GET'}]}"
32,Dr Liam Fox,223,Conservative,"{'value': {'id': 223, 'nameListAs': 'Fox, Dr Liam', 'nameDisplayAs': 'Dr Liam Fox', 'nameFullTitle': 'Rt Hon Dr Liam Fox MP', 'nameAddressAs': 'Dr Fox', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'North Somerset', 'membershipFromId': 3649, 'house': 1, 'membershipStartDate': '1992-04-09T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/223/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/223', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/223', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/223/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/223/Contact', 'method': 'GET'}]}"
33,Mr Ben Bradshaw,230,Labour,"{'value': {'id': 230, 'nameListAs': 'Bradshaw, Mr Ben', 'nameDisplayAs': 'Mr Ben Bradshaw', 'nameFullTitle': 'Rt Hon Ben Bradshaw MP', 'nameAddressAs': 'Mr Bradshaw', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Exeter', 'membershipFromId': 3481, 'house': 1, 'membershipStartDate': '1997-05-01T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/230/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/230', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/230', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/230/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/230/Contact', 'method': 'GET'}]}"
34,Sir Gary Streeter,234,Conservative,"{'value': {'id': 234, 'nameListAs': 'Streeter, Sir Gary', 'nameDisplayAs': 'Sir Gary Streeter', 'nameFullTitle': 'Sir Gary Streeter MP', 'nameAddressAs': 'Sir Gary Streeter', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'South West Devon', 'membershipFromId': 3755, 'house': 1, 'membershipStartDate': '1992-04-09T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/234/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/234', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/234', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/234/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/234/Contact', 'method': 'GET'}]}"
35,Sir Christopher Chope,242,Conservative,"{'value': {'id': 242, 'nameListAs': 'Chope, Sir Christopher', 'nameDisplayAs': 'Sir Christopher Chope', 'nameFullTitle': 'Sir Christopher Chope MP', 'nameAddressAs': 'Sir Christopher', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Christchurch', 'membershipFromId': 3414, 'house': 1, 'membershipStartDate': '1997-05-01T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/242/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/242', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/242', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/242/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/242/Contact', 'method': 'GET'}]}"
